clave,insumo,familia,subfamilia,unidad
27409,TARJETA OMNIBRAND BENNETT,Maquinaria y Equipo,Equipos de Medición,PIEZAS
34082,TARJETA OMNIBRAND GILBARCO,Maquinaria y Equipo,Dispensarios,PIEZAS
3332,TARJETA TRINSICAS,Material Electrico,Diversos (Material Electrico),PIEZAS
1709,TARJETAS DE PRESENTACION,PAPELERIA OPERATIVA,PAPELERIA OPERATIVA,PIEZAS
11344,TARJETERO C/POSTES,Equipo de Oficina,Equipo,PIEZAS
3268,TARRAJA ELECTRICA,Herramientas y Utiles,Tarrajas,PIEZAS
33615,TARRAJA MANUAL,Herramientas,Manuales,PIEZAS
33617,TECHUMBRE,Gastos diversos,Varios (Gastos Diversos),PIEZAS
21347,TECLADO,Equipo de Computo,Accesorios de cómputo,UNIDADES
15558,TEE BRONCE ¾,Ferreteria,Varios,PIEZAS
21851,TELEFONO ANTIGUO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
2156,TELEFONO CELULAR,Equipo de Comunicación,CELULARES,PIEZAS
12206,TELEFONO INALAMBRICO MOTOROLA,Equipo de Oficina,Equipo de telefono,PIEZAS
1754,TELEFONO IP,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
21782,TELESCOPIO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
2397,TELEVISION,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
27239,TENAZA SACA CLAVOS,Herramientas y Utiles,Manuales,PIEZAS
20247,TENEDOR DE PLASTICO,Cocina,Utensilios,PIEZAS
30553,TENSOR DE ACCESORIO,Equipo de Transporte,Accesorios,PIEZAS
19617,TENSOR PAR EJE,Equipo de Transporte,Sistema de Muelles,PIEZAS
4984,TENSOR POLEA,Equipo de Transporte,Sistema de Aire,PIEZAS
4599,TERMINAL AUTOMOTRIZ,Equipo de Transporte,sistema electrico,PIEZAS
13436,TERMINAL BANCARIA ALAMBRICA,Equipo de Oficina,Equipo,PIEZAS
2196,TERMINAL BANCARIA INALAMBRICA,Equipo de Oficina,Equipo,PIEZAS
2988,TERMINAL DE OJILLO,Ferreteria,Varios,PIEZAS
31044,TERMINAL ELÉCTRICA ZMCE,Material Electrico,Material Electrico,PIEZAS
32130,TERMINAL MOVIL PEGASUS,Gastos diversos,Varios (Gastos Diversos),PIEZAS
22358,TERMINAL POS ANDROID,Equipo de Computo,Accesorios de cómputo,PIEZAS
7011,TERMINALES DE DIRECCION,Gastos diversos,Varios (Gastos Diversos),PIEZAS
14263,TERMO DESPACHADOR,Gastos diversos,Varios (Gastos Diversos),PIEZAS
33128,TERMOBAÑO,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
1757,TERMOFIL THERMORETRACTIL,Equipo de Computo,Consumibles,METROS
23292,TERMOMETRO,Equipo de Laboratorio,Material de laboratorio,PIEZAS
15876,TERMONEBULIZADOR,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
3064,TERMOSTATO,Equipo de Laboratorio,Material de laboratorio,PIEZAS
23291,TEROMOMETRO,Equipo de Laboratorio,Material de laboratorio,PIEZAS
31904,THERMAL PAD,Equipo de Computo,Accesorios de cómputo,PIEZAS
18526,THERMOSTATO STD,Equipo de Transporte,Sistema de Aire,PIEZAS
14688,THRUST PLATE,Gastos diversos,Varios (Gastos Diversos),PIEZAS
18561,TIERRA FERTILIZADA,Plomeria,Plomeria,PIEZAS
10001,TIERRA LAMA,Ferreteria,Varios,METROS
18688,TIERRA TUCURUGUAY,Ferreteria,Construccion,METROS
1768,TIJERAS,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
19726,TIMBRE INALAMBRICO,Ferreteria,Varios,PIEZAS
1770,TIMBRE MECANICO,Herramientas y Utiles,Accesorios,PIEZAS
21779,TIMON,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
